"","Month","Team","Popularity"
"698","2016-11","Charlotte.Hornets",46
"699","2016-12","Charlotte.Hornets",40
"700","2017-01","Charlotte.Hornets",39
"701","2017-02","Charlotte.Hornets",36
"702","2017-03","Charlotte.Hornets",34
"703","2017-04","Charlotte.Hornets",21
"704","2017-05","Charlotte.Hornets",13
"705","2017-06","Charlotte.Hornets",32
"706","2017-07","Charlotte.Hornets",25
"707","2017-08","Charlotte.Hornets",17
"708","2017-09","Charlotte.Hornets",15
"709","2017-10","Charlotte.Hornets",38
"710","2017-11","Charlotte.Hornets",41
"711","2017-12","Charlotte.Hornets",42
"712","2018-01","Charlotte.Hornets",37
"713","2018-02","Charlotte.Hornets",34
"714","2018-03","Charlotte.Hornets",31
"715","2018-04","Charlotte.Hornets",23
"716","2018-05","Charlotte.Hornets",18
"717","2018-06","Charlotte.Hornets",28
"718","2018-07","Charlotte.Hornets",33
"719","2018-08","Charlotte.Hornets",16
"720","2018-09","Charlotte.Hornets",17
"721","2018-10","Charlotte.Hornets",37
"722","2018-11","Charlotte.Hornets",41
"723","2018-12","Charlotte.Hornets",40
"724","2019-01","Charlotte.Hornets",36
"725","2004-01","Chicago.Bulls",14
"726","2004-02","Chicago.Bulls",14
"727","2004-03","Chicago.Bulls",10
"728","2004-04","Chicago.Bulls",6
"729","2004-05","Chicago.Bulls",6
"730","2004-06","Chicago.Bulls",10
"731","2004-07","Chicago.Bulls",8
"732","2004-08","Chicago.Bulls",6
"733","2004-09","Chicago.Bulls",5
"734","2004-10","Chicago.Bulls",10
"735","2004-11","Chicago.Bulls",11
"736","2004-12","Chicago.Bulls",15
"737","2005-01","Chicago.Bulls",19
"738","2005-02","Chicago.Bulls",13
"739","2005-03","Chicago.Bulls",13
"740","2005-04","Chicago.Bulls",21
"741","2005-05","Chicago.Bulls",13
"742","2005-06","Chicago.Bulls",7
"743","2005-07","Chicago.Bulls",7
"744","2005-08","Chicago.Bulls",5
"745","2005-09","Chicago.Bulls",7
"746","2005-10","Chicago.Bulls",11
"747","2005-11","Chicago.Bulls",15
"748","2005-12","Chicago.Bulls",14
"749","2006-01","Chicago.Bulls",11
"750","2006-02","Chicago.Bulls",11
"751","2006-03","Chicago.Bulls",10
"752","2006-04","Chicago.Bulls",15
"753","2006-05","Chicago.Bulls",11
"754","2006-06","Chicago.Bulls",10
"755","2006-07","Chicago.Bulls",13
"756","2006-08","Chicago.Bulls",6
"757","2006-09","Chicago.Bulls",7
"758","2006-10","Chicago.Bulls",13
"759","2006-11","Chicago.Bulls",17
"760","2006-12","Chicago.Bulls",15
"761","2007-01","Chicago.Bulls",15
"762","2007-02","Chicago.Bulls",13
"763","2007-03","Chicago.Bulls",11
"764","2007-04","Chicago.Bulls",19
"765","2007-05","Chicago.Bulls",20
"766","2007-06","Chicago.Bulls",11
"767","2007-07","Chicago.Bulls",8
"768","2007-08","Chicago.Bulls",6
"769","2007-09","Chicago.Bulls",5
"770","2007-10","Chicago.Bulls",13
"771","2007-11","Chicago.Bulls",17
"772","2007-12","Chicago.Bulls",15
"773","2008-01","Chicago.Bulls",13
"774","2008-02","Chicago.Bulls",12
"775","2008-03","Chicago.Bulls",10
"776","2008-04","Chicago.Bulls",8
"777","2008-05","Chicago.Bulls",10
"778","2008-06","Chicago.Bulls",10
"779","2008-07","Chicago.Bulls",7
"780","2008-08","Chicago.Bulls",6
"781","2008-09","Chicago.Bulls",6
"782","2008-10","Chicago.Bulls",12
"783","2008-11","Chicago.Bulls",13
"784","2008-12","Chicago.Bulls",12
"785","2009-01","Chicago.Bulls",11
"786","2009-02","Chicago.Bulls",15
"787","2009-03","Chicago.Bulls",12
"788","2009-04","Chicago.Bulls",20
"789","2009-05","Chicago.Bulls",15
"790","2009-06","Chicago.Bulls",8
"791","2009-07","Chicago.Bulls",7
"792","2009-08","Chicago.Bulls",5
"793","2009-09","Chicago.Bulls",6
"794","2009-10","Chicago.Bulls",11
"795","2009-11","Chicago.Bulls",13
"796","2009-12","Chicago.Bulls",13
"797","2010-01","Chicago.Bulls",12
"798","2010-02","Chicago.Bulls",15
"799","2010-03","Chicago.Bulls",10
"800","2010-04","Chicago.Bulls",16
"801","2010-05","Chicago.Bulls",12
"802","2010-06","Chicago.Bulls",16
"803","2010-07","Chicago.Bulls",31
"804","2010-08","Chicago.Bulls",13
"805","2010-09","Chicago.Bulls",11
"806","2010-10","Chicago.Bulls",17
"807","2010-11","Chicago.Bulls",22
"808","2010-12","Chicago.Bulls",24
"809","2011-01","Chicago.Bulls",27
"810","2011-02","Chicago.Bulls",31
"811","2011-03","Chicago.Bulls",41
"812","2011-04","Chicago.Bulls",62
"813","2011-05","Chicago.Bulls",100
"814","2011-06","Chicago.Bulls",22
"815","2011-07","Chicago.Bulls",11
"816","2011-08","Chicago.Bulls",9
"817","2011-09","Chicago.Bulls",9
"818","2011-10","Chicago.Bulls",9
"819","2011-11","Chicago.Bulls",12
"820","2011-12","Chicago.Bulls",51
"821","2012-01","Chicago.Bulls",57
"822","2012-02","Chicago.Bulls",42
"823","2012-03","Chicago.Bulls",48
"824","2012-04","Chicago.Bulls",49
"825","2012-05","Chicago.Bulls",33
"826","2012-06","Chicago.Bulls",21
"827","2012-07","Chicago.Bulls",28
"828","2012-08","Chicago.Bulls",16
"829","2012-09","Chicago.Bulls",12
"830","2012-10","Chicago.Bulls",22
"831","2012-11","Chicago.Bulls",29
"832","2012-12","Chicago.Bulls",30
"833","2013-01","Chicago.Bulls",32
"834","2013-02","Chicago.Bulls",32
"835","2013-03","Chicago.Bulls",35
"836","2013-04","Chicago.Bulls",39
"837","2013-05","Chicago.Bulls",61
"838","2013-06","Chicago.Bulls",22
"839","2013-07","Chicago.Bulls",24
"840","2013-08","Chicago.Bulls",16
"841","2013-09","Chicago.Bulls",14
"842","2013-10","Chicago.Bulls",37
"843","2013-11","Chicago.Bulls",37
"844","2013-12","Chicago.Bulls",31
"845","2014-01","Chicago.Bulls",31
"846","2014-02","Chicago.Bulls",29
"847","2014-03","Chicago.Bulls",34
"848","2014-04","Chicago.Bulls",44
"849","2014-05","Chicago.Bulls",16
"850","2014-06","Chicago.Bulls",27
"851","2014-07","Chicago.Bulls",42
"852","2014-08","Chicago.Bulls",18
"853","2014-09","Chicago.Bulls",15
"854","2014-10","Chicago.Bulls",32
"855","2014-11","Chicago.Bulls",50
"856","2014-12","Chicago.Bulls",47
"857","2015-01","Chicago.Bulls",48
"858","2015-02","Chicago.Bulls",37
"859","2015-03","Chicago.Bulls",34
"860","2015-04","Chicago.Bulls",57
"861","2015-05","Chicago.Bulls",74
"862","2015-06","Chicago.Bulls",21
"863","2015-07","Chicago.Bulls",18
"864","2015-08","Chicago.Bulls",13
"865","2015-09","Chicago.Bulls",14
"866","2015-10","Chicago.Bulls",29
"867","2015-11","Chicago.Bulls",41
"868","2015-12","Chicago.Bulls",41
"869","2016-01","Chicago.Bulls",46
"870","2016-02","Chicago.Bulls",39
"871","2016-03","Chicago.Bulls",36
"872","2016-04","Chicago.Bulls",31
"873","2016-05","Chicago.Bulls",15
"874","2016-06","Chicago.Bulls",26
"875","2016-07","Chicago.Bulls",43
"876","2016-08","Chicago.Bulls",21
"877","2016-09","Chicago.Bulls",16
"878","2016-10","Chicago.Bulls",32
"879","2016-11","Chicago.Bulls",40
"880","2016-12","Chicago.Bulls",38
"881","2017-01","Chicago.Bulls",36
"882","2017-02","Chicago.Bulls",37
"883","2017-03","Chicago.Bulls",29
"884","2017-04","Chicago.Bulls",56
"885","2017-05","Chicago.Bulls",13
"886","2017-06","Chicago.Bulls",23
"887","2017-07","Chicago.Bulls",19
"888","2017-08","Chicago.Bulls",11
"889","2017-09","Chicago.Bulls",12
"890","2017-10","Chicago.Bulls",23
"891","2017-11","Chicago.Bulls",22
"892","2017-12","Chicago.Bulls",30
"893","2018-01","Chicago.Bulls",29
"894","2018-02","Chicago.Bulls",25
"895","2018-03","Chicago.Bulls",18
"896","2018-04","Chicago.Bulls",13
"897","2018-05","Chicago.Bulls",13
"898","2018-06","Chicago.Bulls",19
"899","2018-07","Chicago.Bulls",23
"900","2018-08","Chicago.Bulls",10
"901","2018-09","Chicago.Bulls",10
"902","2018-10","Chicago.Bulls",21
"903","2018-11","Chicago.Bulls",21
"904","2018-12","Chicago.Bulls",23
"905","2019-01","Chicago.Bulls",20
"906","2004-01","Cleveland.Cavaliers",2
"907","2004-02","Cleveland.Cavaliers",2
"908","2004-03","Cleveland.Cavaliers",2
"909","2004-04","Cleveland.Cavaliers",1
"910","2004-05","Cleveland.Cavaliers",1
"911","2004-06","Cleveland.Cavaliers",1
"912","2004-07","Cleveland.Cavaliers",1
"913","2004-08","Cleveland.Cavaliers",1
"914","2004-09","Cleveland.Cavaliers",1
"915","2004-10","Cleveland.Cavaliers",2
"916","2004-11","Cleveland.Cavaliers",2
"917","2004-12","Cleveland.Cavaliers",2
"918","2005-01","Cleveland.Cavaliers",2
"919","2005-02","Cleveland.Cavaliers",2
"920","2005-03","Cleveland.Cavaliers",2
"921","2005-04","Cleveland.Cavaliers",2
"922","2005-05","Cleveland.Cavaliers",1
"923","2005-06","Cleveland.Cavaliers",1
"924","2005-07","Cleveland.Cavaliers",2
"925","2005-08","Cleveland.Cavaliers",1
"926","2005-09","Cleveland.Cavaliers",1
"927","2005-10","Cleveland.Cavaliers",2
"928","2005-11","Cleveland.Cavaliers",3
"929","2005-12","Cleveland.Cavaliers",2
"930","2006-01","Cleveland.Cavaliers",2
"931","2006-02","Cleveland.Cavaliers",2
"932","2006-03","Cleveland.Cavaliers",2
"933","2006-04","Cleveland.Cavaliers",2
"934","2006-05","Cleveland.Cavaliers",5
"935","2006-06","Cleveland.Cavaliers",1
"936","2006-07","Cleveland.Cavaliers",1
"937","2006-08","Cleveland.Cavaliers",1
"938","2006-09","Cleveland.Cavaliers",1
"939","2006-10","Cleveland.Cavaliers",2
"940","2006-11","Cleveland.Cavaliers",3
"941","2006-12","Cleveland.Cavaliers",2
"942","2007-01","Cleveland.Cavaliers",2
"943","2007-02","Cleveland.Cavaliers",2
"944","2007-03","Cleveland.Cavaliers",2
"945","2007-04","Cleveland.Cavaliers",2
"946","2007-05","Cleveland.Cavaliers",4
"947","2007-06","Cleveland.Cavaliers",7
"948","2007-07","Cleveland.Cavaliers",1
"949","2007-08","Cleveland.Cavaliers",1
"950","2007-09","Cleveland.Cavaliers",1
"951","2007-10","Cleveland.Cavaliers",2
"952","2007-11","Cleveland.Cavaliers",2
"953","2007-12","Cleveland.Cavaliers",2
"954","2008-01","Cleveland.Cavaliers",2
"955","2008-02","Cleveland.Cavaliers",3
"956","2008-03","Cleveland.Cavaliers",2
"957","2008-04","Cleveland.Cavaliers",3
"958","2008-05","Cleveland.Cavaliers",4
"959","2008-06","Cleveland.Cavaliers",1
"960","2008-07","Cleveland.Cavaliers",1
"961","2008-08","Cleveland.Cavaliers",1
"962","2008-09","Cleveland.Cavaliers",1
"963","2008-10","Cleveland.Cavaliers",2
"964","2008-11","Cleveland.Cavaliers",3
"965","2008-12","Cleveland.Cavaliers",3
"966","2009-01","Cleveland.Cavaliers",3
"967","2009-02","Cleveland.Cavaliers",4
"968","2009-03","Cleveland.Cavaliers",4
"969","2009-04","Cleveland.Cavaliers",5
"970","2009-05","Cleveland.Cavaliers",10
"971","2009-06","Cleveland.Cavaliers",3
"972","2009-07","Cleveland.Cavaliers",3
"973","2009-08","Cleveland.Cavaliers",1
"974","2009-09","Cleveland.Cavaliers",2
"975","2009-10","Cleveland.Cavaliers",4
"976","2009-11","Cleveland.Cavaliers",4
"977","2009-12","Cleveland.Cavaliers",4
"978","2010-01","Cleveland.Cavaliers",4
"979","2010-02","Cleveland.Cavaliers",5
"980","2010-03","Cleveland.Cavaliers",4
"981","2010-04","Cleveland.Cavaliers",6
"982","2010-05","Cleveland.Cavaliers",8
"983","2010-06","Cleveland.Cavaliers",2
"984","2010-07","Cleveland.Cavaliers",8
"985","2010-08","Cleveland.Cavaliers",2
"986","2010-09","Cleveland.Cavaliers",1
"987","2010-10","Cleveland.Cavaliers",2
"988","2010-11","Cleveland.Cavaliers",2
"989","2010-12","Cleveland.Cavaliers",4
"990","2011-01","Cleveland.Cavaliers",3
"991","2011-02","Cleveland.Cavaliers",4
"992","2011-03","Cleveland.Cavaliers",2
"993","2011-04","Cleveland.Cavaliers",1
"994","2011-05","Cleveland.Cavaliers",2
"995","2011-06","Cleveland.Cavaliers",3
"996","2011-07","Cleveland.Cavaliers",1
"997","2011-08","Cleveland.Cavaliers",1
"998","2011-09","Cleveland.Cavaliers",1
"999","2011-10","Cleveland.Cavaliers",1
"1000","2011-11","Cleveland.Cavaliers",1
"1001","2011-12","Cleveland.Cavaliers",2
"1002","2012-01","Cleveland.Cavaliers",2
"1003","2012-02","Cleveland.Cavaliers",3
"1004","2012-03","Cleveland.Cavaliers",2
"1005","2012-04","Cleveland.Cavaliers",2
"1006","2012-05","Cleveland.Cavaliers",2
"1007","2012-06","Cleveland.Cavaliers",2
"1008","2012-07","Cleveland.Cavaliers",2
"1009","2012-08","Cleveland.Cavaliers",1
"1010","2012-09","Cleveland.Cavaliers",1
"1011","2012-10","Cleveland.Cavaliers",2
"1012","2012-11","Cleveland.Cavaliers",2
"1013","2012-12","Cleveland.Cavaliers",2
"1014","2013-01","Cleveland.Cavaliers",2
"1015","2013-02","Cleveland.Cavaliers",2
"1016","2013-03","Cleveland.Cavaliers",2
"1017","2013-04","Cleveland.Cavaliers",2
"1018","2013-05","Cleveland.Cavaliers",2
"1019","2013-06","Cleveland.Cavaliers",3
"1020","2013-07","Cleveland.Cavaliers",3
"1021","2013-08","Cleveland.Cavaliers",1
"1022","2013-09","Cleveland.Cavaliers",1
"1023","2013-10","Cleveland.Cavaliers",2
"1024","2013-11","Cleveland.Cavaliers",3
"1025","2013-12","Cleveland.Cavaliers",2
"1026","2014-01","Cleveland.Cavaliers",3
"1027","2014-02","Cleveland.Cavaliers",3
"1028","2014-03","Cleveland.Cavaliers",3
"1029","2014-04","Cleveland.Cavaliers",1
"1030","2014-05","Cleveland.Cavaliers",2
"1031","2014-06","Cleveland.Cavaliers",4
"1032","2014-07","Cleveland.Cavaliers",14
"1033","2014-08","Cleveland.Cavaliers",6
"1034","2014-09","Cleveland.Cavaliers",4
"1035","2014-10","Cleveland.Cavaliers",9
"1036","2014-11","Cleveland.Cavaliers",13
"1037","2014-12","Cleveland.Cavaliers",11
"1038","2015-01","Cleveland.Cavaliers",11
"1039","2015-02","Cleveland.Cavaliers",10
"1040","2015-03","Cleveland.Cavaliers",9
"1041","2015-04","Cleveland.Cavaliers",12
"1042","2015-05","Cleveland.Cavaliers",33
"1043","2015-06","Cleveland.Cavaliers",49
"1044","2015-07","Cleveland.Cavaliers",6
"1045","2015-08","Cleveland.Cavaliers",4
"1046","2015-09","Cleveland.Cavaliers",3
"1047","2015-10","Cleveland.Cavaliers",7
"1048","2015-11","Cleveland.Cavaliers",10
"1049","2015-12","Cleveland.Cavaliers",12
"1050","2016-01","Cleveland.Cavaliers",16
"1051","2016-02","Cleveland.Cavaliers",12
"1052","2016-03","Cleveland.Cavaliers",11
"1053","2016-04","Cleveland.Cavaliers",15
"1054","2016-05","Cleveland.Cavaliers",40
"1055","2016-06","Cleveland.Cavaliers",100
"1056","2016-07","Cleveland.Cavaliers",12
"1057","2016-08","Cleveland.Cavaliers",5
"1058","2016-09","Cleveland.Cavaliers",5
"1059","2016-10","Cleveland.Cavaliers",12
"1060","2016-11","Cleveland.Cavaliers",15
"1061","2016-12","Cleveland.Cavaliers",18
"1062","2017-01","Cleveland.Cavaliers",21
"1063","2017-02","Cleveland.Cavaliers",19
"1064","2017-03","Cleveland.Cavaliers",17
"1065","2017-04","Cleveland.Cavaliers",24
"1066","2017-05","Cleveland.Cavaliers",42
"1067","2017-06","Cleveland.Cavaliers",77
"1068","2017-07","Cleveland.Cavaliers",15
"1069","2017-08","Cleveland.Cavaliers",11
"1070","2017-09","Cleveland.Cavaliers",11
"1071","2017-10","Cleveland.Cavaliers",23
"1072","2017-11","Cleveland.Cavaliers",22
"1073","2017-12","Cleveland.Cavaliers",24
"1074","2018-01","Cleveland.Cavaliers",26
"1075","2018-02","Cleveland.Cavaliers",34
"1076","2018-03","Cleveland.Cavaliers",20
"1077","2018-04","Cleveland.Cavaliers",43
"1078","2018-05","Cleveland.Cavaliers",87
"1079","2018-06","Cleveland.Cavaliers",58
"1080","2018-07","Cleveland.Cavaliers",7
"1081","2018-08","Cleveland.Cavaliers",3
"1082","2018-09","Cleveland.Cavaliers",3
"1083","2018-10","Cleveland.Cavaliers",7
"1084","2018-11","Cleveland.Cavaliers",8
"1085","2018-12","Cleveland.Cavaliers",6
"1086","2019-01","Cleveland.Cavaliers",4
"1087","2004-01","Dallas.Mavericks",7
"1088","2004-02","Dallas.Mavericks",7
"1089","2004-03","Dallas.Mavericks",7
"1090","2004-04","Dallas.Mavericks",8
"1091","2004-05","Dallas.Mavericks",3
"1092","2004-06","Dallas.Mavericks",5
"1093","2004-07","Dallas.Mavericks",5
"1094","2004-08","Dallas.Mavericks",4
"1095","2004-09","Dallas.Mavericks",3
"1096","2004-10","Dallas.Mavericks",5
"1097","2004-11","Dallas.Mavericks",8
"1098","2004-12","Dallas.Mavericks",7
"1099","2005-01","Dallas.Mavericks",6
"1100","2005-02","Dallas.Mavericks",6
"1101","2005-03","Dallas.Mavericks",9
"1102","2005-04","Dallas.Mavericks",10
"1103","2005-05","Dallas.Mavericks",15
"1104","2005-06","Dallas.Mavericks",3
"1105","2005-07","Dallas.Mavericks",3
"1106","2005-08","Dallas.Mavericks",3
"1107","2005-09","Dallas.Mavericks",3
"1108","2005-10","Dallas.Mavericks",4
"1109","2005-11","Dallas.Mavericks",8
"1110","2005-12","Dallas.Mavericks",8
"1111","2006-01","Dallas.Mavericks",6
"1112","2006-02","Dallas.Mavericks",10
"1113","2006-03","Dallas.Mavericks",6
"1114","2006-04","Dallas.Mavericks",8
"1115","2006-05","Dallas.Mavericks",26
"1116","2006-06","Dallas.Mavericks",39
"1117","2006-07","Dallas.Mavericks",5
"1118","2006-08","Dallas.Mavericks",3
"1119","2006-09","Dallas.Mavericks",4
"1120","2006-10","Dallas.Mavericks",6
"1121","2006-11","Dallas.Mavericks",10
"1122","2006-12","Dallas.Mavericks",10
"1123","2007-01","Dallas.Mavericks",12
"1124","2007-02","Dallas.Mavericks",10
"1125","2007-03","Dallas.Mavericks",12
"1126","2007-04","Dallas.Mavericks",17
"1127","2007-05","Dallas.Mavericks",11
"1128","2007-06","Dallas.Mavericks",4
"1129","2007-07","Dallas.Mavericks",4
"1130","2007-08","Dallas.Mavericks",3
"1131","2007-09","Dallas.Mavericks",4
"1132","2007-10","Dallas.Mavericks",6
"1133","2007-11","Dallas.Mavericks",10
"1134","2007-12","Dallas.Mavericks",9
"1135","2008-01","Dallas.Mavericks",10
"1136","2008-02","Dallas.Mavericks",10
"1137","2008-03","Dallas.Mavericks",9
"1138","2008-04","Dallas.Mavericks",11
"1139","2008-05","Dallas.Mavericks",4
"1140","2008-06","Dallas.Mavericks",3
"1141","2008-07","Dallas.Mavericks",3
"1142","2008-08","Dallas.Mavericks",2
"1143","2008-09","Dallas.Mavericks",3
"1144","2008-10","Dallas.Mavericks",6
"1145","2008-11","Dallas.Mavericks",7
"1146","2008-12","Dallas.Mavericks",6
"1147","2009-01","Dallas.Mavericks",6
"1148","2009-02","Dallas.Mavericks",6
"1149","2009-03","Dallas.Mavericks",6
"1150","2009-04","Dallas.Mavericks",11
"1151","2009-05","Dallas.Mavericks",10
"1152","2009-06","Dallas.Mavericks",3
"1153","2009-07","Dallas.Mavericks",5
"1154","2009-08","Dallas.Mavericks",3
"1155","2009-09","Dallas.Mavericks",3
"1156","2009-10","Dallas.Mavericks",6
"1157","2009-11","Dallas.Mavericks",7
"1158","2009-12","Dallas.Mavericks",7
"1159","2010-01","Dallas.Mavericks",7
"1160","2010-02","Dallas.Mavericks",11
"1161","2010-03","Dallas.Mavericks",7
"1162","2010-04","Dallas.Mavericks",12
"1163","2010-05","Dallas.Mavericks",4
"1164","2010-06","Dallas.Mavericks",3
"1165","2010-07","Dallas.Mavericks",5
"1166","2010-08","Dallas.Mavericks",2
"1167","2010-09","Dallas.Mavericks",3
"1168","2010-10","Dallas.Mavericks",5
"1169","2010-11","Dallas.Mavericks",8
"1170","2010-12","Dallas.Mavericks",10
"1171","2011-01","Dallas.Mavericks",10
"1172","2011-02","Dallas.Mavericks",10
"1173","2011-03","Dallas.Mavericks",11
"1174","2011-04","Dallas.Mavericks",18
"1175","2011-05","Dallas.Mavericks",65
"1176","2011-06","Dallas.Mavericks",100
"1177","2011-07","Dallas.Mavericks",7
"1178","2011-08","Dallas.Mavericks",5
"1179","2011-09","Dallas.Mavericks",4
"1180","2011-10","Dallas.Mavericks",3
"1181","2011-11","Dallas.Mavericks",4
"1182","2011-12","Dallas.Mavericks",21
"1183","2012-01","Dallas.Mavericks",19
"1184","2012-02","Dallas.Mavericks",16
"1185","2012-03","Dallas.Mavericks",14
"1186","2012-04","Dallas.Mavericks",16
"1187","2012-05","Dallas.Mavericks",11
"1188","2012-06","Dallas.Mavericks",7
"1189","2012-07","Dallas.Mavericks",11
"1190","2012-08","Dallas.Mavericks",4
"1191","2012-09","Dallas.Mavericks",3
"1192","2012-10","Dallas.Mavericks",9
"1193","2012-11","Dallas.Mavericks",12
"1194","2012-12","Dallas.Mavericks",9
"1195","2013-01","Dallas.Mavericks",11
"1196","2013-02","Dallas.Mavericks",9
"1197","2013-03","Dallas.Mavericks",10
"1198","2013-04","Dallas.Mavericks",7
"1199","2013-05","Dallas.Mavericks",4
"1200","2013-06","Dallas.Mavericks",8
"1201","2013-07","Dallas.Mavericks",11
"1202","2013-08","Dallas.Mavericks",6
"1203","2013-09","Dallas.Mavericks",6
"1204","2013-10","Dallas.Mavericks",24
"1205","2013-11","Dallas.Mavericks",26
"1206","2013-12","Dallas.Mavericks",19
"1207","2014-01","Dallas.Mavericks",22
"1208","2014-02","Dallas.Mavericks",18
"1209","2014-03","Dallas.Mavericks",19
"1210","2014-04","Dallas.Mavericks",30
"1211","2014-05","Dallas.Mavericks",23
"1212","2014-06","Dallas.Mavericks",13
"1213","2014-07","Dallas.Mavericks",18
"1214","2014-08","Dallas.Mavericks",10
"1215","2014-09","Dallas.Mavericks",10
"1216","2014-10","Dallas.Mavericks",14
"1217","2014-11","Dallas.Mavericks",17
"1218","2014-12","Dallas.Mavericks",21
"1219","2015-01","Dallas.Mavericks",15
"1220","2015-02","Dallas.Mavericks",15
"1221","2015-03","Dallas.Mavericks",14
"1222","2015-04","Dallas.Mavericks",23
"1223","2015-05","Dallas.Mavericks",5
"1224","2015-06","Dallas.Mavericks",6
"1225","2015-07","Dallas.Mavericks",14
"1226","2015-08","Dallas.Mavericks",5
"1227","2015-09","Dallas.Mavericks",4
"1228","2015-10","Dallas.Mavericks",8
"1229","2015-11","Dallas.Mavericks",13
"1230","2015-12","Dallas.Mavericks",13
"1231","2016-01","Dallas.Mavericks",16
"1232","2016-02","Dallas.Mavericks",12
"1233","2016-03","Dallas.Mavericks",12
"1234","2016-04","Dallas.Mavericks",22
"1235","2016-05","Dallas.Mavericks",5
